name,genres,features,rating,price
Ball of Wonder,"Casual, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Steam Trading Cards, Partial Controller Support, Remote Play Together, Family Sharing",N/A,$29.99
Fantasy Grounds - A05: Winterflower (5E),"Indie, RPG, Strategy","Multi-player, Co-op, Cross-Platform Multiplayer, Downloadable Content, Family Sharing",N/A,$6.99
Flat Heroes,"Action, Indie","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Remote Play Together, Family Sharing",N/A,$4.99
Nomad - Variety Skin Pack,"Action, Adventure, Casual, Free To Play, Indie","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, Downloadable Content, Steam Achievements, Steam Trading Cards",N/A,$3.99
A Tale of Caos: Overture - OST,"Adventure, Indie","Single-player, Downloadable Content, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",N/A,$9.99
Won't You Be My Laser?,"Casual, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",N/A,$0.99
The Lords of the Earth Flame: Original Soundtrack,"Action, Adventure, Indie, RPG, Simulation","Single-player, Downloadable Content, Family Sharing",N/A,$1.99
Broken Armor,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",N/A,$0.99
Fantasy Grounds - Darkwoulfe's Token Pack Volume 12,"Indie, RPG, Strategy","Multi-player, Co-op, Cross-Platform Multiplayer, Downloadable Content, Family Sharing",N/A,$4.99
Meteor Crush VR,"Action, Indie","Single-player, Tracked Controller Support, VR Only, Steam Leaderboards, Family Sharing",N/A,$0.99
Zup! X,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",N/A,$1.99
"Deus Ex Machina, Game of the Year, 30th Anniversary Collectors Edition",Indie,"Single-player, Full controller support, Commentary available, Family Sharing",N/A,$4.99
Smell of Death Demo,"Action, Indie","Single-player, Game demo, VR Only",N/A,Free
Mini Z Racers Turbo,"Casual, Indie, Racing","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",N/A,$4.99
Escape Lizards,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Stats, Steam Leaderboards, Family Sharing",N/A,$6.99
Beerman,"Action, Adventure, Indie","Single-player, Steam Trading Cards, Partial Controller Support, Family Sharing",N/A,$1.99
Crashday Redline Edition,"Action, Racing","Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Includes level editor, Family Sharing",N/A,$11.99
Handsome Mr. Frog,"Action, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Leaderboards, Family Sharing",N/A,$0.99
Team Fortress 2: Meet the Soldier (Russian),Action,Family Sharing,N/A,N/A
Sceelix - Procedural Power,"Animation & Modeling, Design & Illustration",N/A,N/A,Free
Okhlos - Soundtrack,"Action, Indie, Strategy","Single-player, Downloadable Content, Family Sharing",N/A,$7.99
Mibibli's Quest - Official Soundtrack,Indie,Single-player,N/A,$3.99
Dead by Daylight - The Last Breath Chapter,Action,"Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Downloadable Content, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",N/A,N/A
Super VR Trainer,"Action, Casual, Indie, Sports","Single-player, Steam Achievements, Tracked Controller Support, VR Only, Stats, Steam Leaderboards, Family Sharing",N/A,$9.99
Professor Fizzwizzle and the Molten Mystery,Casual,"Single-player, Family Sharing",N/A,$6.99
The Metronomicon - Score,"Action, Indie, RPG","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud, Steam Leaderboards",N/A,$2.99
Spikit,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Leaderboards, Family Sharing",N/A,$1.99
SHINRAI - Broken Beyond Despair Soundtrack,Indie,N/A,N/A,$7.99
RC-AirSim - RC Model Airplane Flight Simulator,"Indie, Racing, Simulation","Single-player, Full controller support, Family Sharing",N/A,$6.99
HVR,"Action, Indie, Simulation","Single-player, Tracked Controller Support, VR Only",N/A,Free
Gebub's Adventure,Adventure,"Single-player, Steam Achievements, Full controller support, Family Sharing",N/A,$4.99
VRNinja,"Action, Casual, Indie, Simulation","Single-player, VR Only, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",N/A,$9.99
Rollout,"Action, Casual, Free To Play, Indie, Early Access","Multi-player, PvP, Online PvP, Steam Achievements, Stats",N/A,Free
Hidden Expedition: Amazon,"Casual, Indie","Single-player, Family Sharing",N/A,$9.99
Blasting Agent: Ultimate Edition OST,"Action, Adventure, Indie","Single-player, Downloadable Content, Family Sharing",N/A,$1.99
Clockwork,"Action, Adventure, Casual, Indie, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Family Sharing",N/A,$2.99
Save Jesus,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Leaderboards, Family Sharing",N/A,$1.99
Erusal,"Adventure, Indie","Single-player, Family Sharing",N/A,$1.99
TO THE TOP,"Action, Indie, Racing","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Tracked Controller Support, VR Only, Steam Trading Cards, SteamVR Collectibles, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",N/A,$19.99
Northern Regime,"Action, Adventure, Casual, Indie, Simulation, Strategy, Early Access","Single-player, Steam Achievements, Family Sharing",N/A,$10.99
One Night Two Crazies,"Indie, Simulation, Strategy","Single-player, Family Sharing",N/A,$0.99
Hidden Expedition: Everest,Casual,"Single-player, Family Sharing",N/A,$9.99
Sumeru Art Book,"Adventure, Casual, Indie","Single-player, Downloadable Content, Family Sharing",N/A,$1.99
ThrounnelVR,"Casual, Indie","Single-player, Tracked Controller Support, VR Only, Steam Trading Cards, Partial Controller Support, Family Sharing",N/A,$0.99
Abandoned Hospital VR,"Adventure, Indie","Single-player, VR Only, Family Sharing",N/A,$5.99
Assetto Corsa -Tripl3 Pack,"Indie, Racing, Simulation, Sports","Single-player, Multi-player, Downloadable Content, Steam Achievements, Partial Controller Support, Steam Leaderboards, Includes level editor, Family Sharing",N/A,CDN$ 2.59
TRESPASS - Episode 1,"Adventure, Simulation","Single-player, Tracked Controller Support, VR Only, Steam Cloud, Steam Leaderboards, Family Sharing",N/A,$15.99
Mech Ace Combat - Trainer Edition,"Action, Casual, Indie","Single-player, Tracked Controller Support, VR Supported, Family Sharing",N/A,N/A
GalaxIverse,"Action, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards, Family Sharing",N/A,$0.49
Hidden Expedition: Titanic,Casual,"Single-player, Multi-player, Family Sharing",N/A,$9.99
Lost in Harmony,"Casual, Indie","Single-player, Partial Controller Support, Family Sharing",70,$6.99
Riding Club Championships,"Action, Racing, Sports, Free To Play","Multi-player, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases, Stats, Includes level editor",N/A,Free
Kingdom: New Lands OST,"Indie, Simulation, Strategy","Single-player, Downloadable Content, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",N/A,$3.59
God Simulator,"Adventure, Casual, Indie, Racing","Single-player, Steam Trading Cards, Family Sharing",N/A,$0.89
Colony,"Casual, Simulation","Single-player, Partial Controller Support, Family Sharing",N/A,$0.99
Siralim 2 - Soundtrack,"Indie, RPG","Single-player, Downloadable Content, Family Sharing",N/A,$3.99
Holos,Utilities,"Tracked Controller Support, VR Only",N/A,Free
Jigsaw Puzzle Pack - Pixel Puzzles Ultimate: Da Vinci,"Casual, Free To Play, Indie, Simulation, Sports, Strategy","Single-player, Downloadable Content, Steam Achievements, Full controller support, Steam Trading Cards, In-App Purchases, Steam Cloud, Stats, Steam Leaderboards",N/A,$0.59
Gods and Nemesis: of Ghosts from Dragons,"Action, Adventure, Free To Play, Indie, RPG, Early Access","Single-player, Captions available, Stats",N/A,Free
SVRVIVE: The Deus Helix,"Adventure, Indie","Single-player, Tracked Controller Support, VR Only, Family Sharing",N/A,$18.99
Heroes of Dire,"Adventure, Free To Play, Indie, Massively Multiplayer, RPG, Strategy","Single-player, Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Trading Cards, In-App Purchases, Stats",N/A,Free
In Celebration of Violence,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards, Family Sharing",N/A,$7.99
The Lord of the Rings: Adventure Card Game - Definitive Edition,"Adventure, RPG, Strategy","Single-player, Multi-player, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, In-App Purchases, Family Sharing",N/A,$19.99
The Banner Saga 3 - Soundtrack,"Indie, RPG, Strategy","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",N/A,$7.99
Mystery Case Files: Huntsville,Casual,"Single-player, Family Sharing",N/A,$9.99
Battle Time,"Action, Adventure, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Stats, Family Sharing",N/A,$0.99
Beachhead 2000,"Action, Casual, Simulation","Single-player, Family Sharing",46,$1.99
Last Stitch Goodnight,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Family Sharing",N/A,$9.99
Rocksmith 2014  OutKast - Hey Ya!,"Casual, Simulation","Single-player, Shared/Split Screen, Downloadable Content, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards",N/A,$2.99
Rocksmith 2014 Edition  Remastered  Yes - Starship Trooper,"Casual, Simulation","Single-player, Shared/Split Screen, Downloadable Content, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards",N/A,$2.99
Rocksmith 2014 Edition - Remastered  Iggy and The Stooges - Search and Destroy,"Casual, Simulation","Single-player, Shared/Split Screen, Downloadable Content, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards",N/A,$2.99
Rocksmith 2014 Edition  Remastered  Stevie Ray Vaughan & Double Trouble - Texas Flood,"Casual, Simulation","Single-player, Shared/Split Screen, Downloadable Content, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards",N/A,$2.99
Rocksmith 2014 Edition  Remastered  Third Eye Blind - Semi-Charmed Life,"Casual, Simulation","Single-player, Shared/Split Screen, Downloadable Content, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards",N/A,$2.99
Rocksmith 2014 Edition  Remastered  Creedence Clearwater Revival - Fortunate Son,"Casual, Simulation","Single-player, Shared/Split Screen, Downloadable Content, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards",N/A,$2.99
Rocksmith 2014 Edition  Remastered  U2 - Sunday Bloody Sunday,"Casual, Simulation","Single-player, Shared/Split Screen, Downloadable Content, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards",N/A,$2.99
Mystery Case Files: Madame Fate,Casual,"Single-player, Family Sharing",N/A,$6.99
Rocksmith 2014 Edition  Remastered  blink-182 - Adams Song,"Casual, Simulation","Single-player, Shared/Split Screen, Downloadable Content, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards",N/A,$2.99
Rocksmith 2014 Edition  Remastered  Evanescence - My Immortal,"Casual, Simulation","Single-player, Shared/Split Screen, Downloadable Content, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards",N/A,$2.99
Rocksmith 2014 Edition  Remastered  Coldplay - Fix You,"Casual, Simulation","Single-player, Shared/Split Screen, Downloadable Content, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards",N/A,$2.99
Rocksmith 2014 Edition  Remastered  Tears for Fears - Everybody Wants to Rule the World,"Casual, Simulation","Single-player, Shared/Split Screen, Downloadable Content, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards",N/A,$2.99
Rocksmith 2014 Edition  Remastered  Eve 6 - Inside Out,"Casual, Simulation","Single-player, Shared/Split Screen, Downloadable Content, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Steam Leaderboards",N/A,$2.99
PostCollapse,"Adventure, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",N/A,$7.99
Fire Arrow Plus,"Action, Indie","Single-player, Full controller support, Family Sharing",N/A,$4.99
Mystery Case Files: Prime Suspects,Casual,"Single-player, Family Sharing",N/A,$6.99
The Last Weekend,"Nudity, Adventure, Casual, Free To Play, Indie",Single-player,N/A,Free
The Last Weekend Demo,"Adventure, Casual, Free To Play, Indie","Single-player, Game demo, Partial Controller Support",N/A,Free
Super Grav,"Action, Adventure, Indie, Racing","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Stats, Steam Leaderboards, Remote Play Together, Family Sharing",N/A,$5.99
Evil Robots From N1M,"Action, Adventure, Indie","Single-player, Partial Controller Support, Family Sharing",N/A,$1.95
Bumper,"Action, Casual, Indie","Single-player, Steam Trading Cards, Family Sharing",N/A,$0.99
Baezult,"Adventure, Indie","Single-player, Steam Trading Cards, Partial Controller Support",N/A,Free
"The End o,,,o","Action, Adventure, Indie, Free To Play","Single-player, Steam Achievements",N/A,Free
Heroes of Issachar - Developer's Edition,"Action, Adventure, Indie, RPG, Simulation, Strategy","Single-player, Downloadable Content, Steam Achievements, Partial Controller Support, Family Sharing",N/A,$9.99
Mystery Case Files: Ravenhearst,"Adventure, Casual","Single-player, Family Sharing",N/A,$9.99
Jigsaw Puzzle Pack - Pixel Puzzles Ultimate: Thailand,"Casual, Free To Play, Indie, Simulation, Sports, Strategy","Single-player, Downloadable Content, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards",N/A,$0.79
Night Vigil,"RPG, Strategy","Single-player, Steam Trading Cards, Captions available, Family Sharing",N/A,$4.99
Doc Apocalypse,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",N/A,$0.99
NightmareZ,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",N/A,$0.67
Transmission,"Indie, Simulation","Single-player, Steam Achievements, Full controller support, Family Sharing",N/A,N/A
Pinga Ponga,"Action, Casual, Indie","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play Together, Family Sharing",N/A,$0.99
BIGFOOT,"Action, Adventure, Indie, Early Access","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Steam Trading Cards, Family Sharing",N/A,$19.99
Project Aftermath Video,"Strategy, Action, Indie",Family Sharing,N/A,N/A
Mystery Case Files: Return to Ravenhearst,"Adventure, Casual","Single-player, Family Sharing",N/A,$9.99
Xecryst Remains,"Action, Free To Play, Indie, RPG, Early Access","Single-player, Multi-player, Co-op, Online Co-op, Steam Cloud, Family Sharing",N/A,N/A
A Matter of Murder,"Adventure, Casual, Indie","Single-player, Steam Achievements, Family Sharing",N/A,$4.99
You Have 10 Seconds,"Free To Play, Indie","Single-player, Partial Controller Support",N/A,Free
Punch Bomb,"Action, Indie, Early Access","Single-player, Steam Achievements, Tracked Controller Support, VR Only, Steam Leaderboards, Family Sharing",N/A,$6.99
Shiperoids,"Action, Casual, Indie","Single-player, Partial Controller Support, Family Sharing",N/A,$0.99
Worldy Cup,"Action, Indie, Sports, Early Access","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Full controller support, Tracked Controller Support, VR Supported, Remote Play Together, Family Sharing",N/A,$4.99
Hybrid Wars Upgrade Pack,Action,"Single-player, Multi-player, Co-op, Cross-Platform Multiplayer, Downloadable Content, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",N/A,N/A
My Tribe,"Casual, Simulation","Single-player, Steam Trading Cards, Family Sharing",N/A,$9.99
Eternal Destiny - The Salem Witches: Those who Devour Fear,Strategy,"Single-player, Downloadable Content, Steam Achievements, Family Sharing",N/A,$2.99
New Yankee in King Arthur's Court 2,"Casual, Simulation, Strategy","Single-player, Family Sharing",N/A,$0.79
Modding Tool Add-on - Power & Revolution DLC,"Simulation, Strategy","Downloadable Content, Steam Achievements, Family Sharing",N/A,$15.99
Power Link VR,"Casual, Indie, Simulation, Sports","Single-player, Tracked Controller Support, VR Only",N/A,Free
Check vs Mate - Art & Music Premium Pack,"Action, Casual, Strategy","Single-player, Multi-player, Cross-Platform Multiplayer, Downloadable Content, Partial Controller Support, Family Sharing",N/A,$6.99
NDE Rescue,"Action, Strategy","Single-player, Steam Leaderboards, Family Sharing",N/A,$7.99
Unwell Mel,Casual,"Single-player, Family Sharing",N/A,$6.99
RPG Maker MV - Frontier Works: Futuristic Heroes and BGM,"Design & Illustration, Web Publishing","Downloadable Content, Steam Trading Cards, Partial Controller Support",N/A,$19.99
forma.8,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Stats, Family Sharing",N/A,$9.99
Super Destronaut,"Action, Adventure, Casual, Indie","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Shared/Split Screen, Full controller support, Remote Play Together, Family Sharing",N/A,$1.99
Orange Adventure,"Adventure, Indie","Single-player, Partial Controller Support, Family Sharing",N/A,$2.99
DEXED,Action,"Single-player, Steam Achievements, Full controller support, Tracked Controller Support, VR Only, Family Sharing",N/A,$9.99
Atlantis Sky Patrol,"Casual, Indie","Single-player, Family Sharing",N/A,$9.99
Intrude - Soundtrack,Indie,"Single-player, Downloadable Content, Family Sharing",N/A,Free
Conflict of Heroes: Awakening the Bear,"Simulation, Strategy","Single-player, Multi-player, Family Sharing",N/A,$29.99
Recession,"Action, Indie, Early Access","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",N/A,$1.99
Dragon Souls,"Action, Adventure, Free To Play, Indie, RPG, Strategy, Early Access","Single-player, Stats",N/A,Free
GoVenture MICRO BUSINESS,"Casual, Indie, Simulation, Strategy","Single-player, Steam Trading Cards, Family Sharing",N/A,$1.99
Unknown Fate,"Adventure, Indie","Single-player, Full controller support, Tracked Controller Support, VR Supported, Remote Play on TV, Family Sharing",48,$9.99
Virtual Battlemap DLC - Caves,"Design & Illustration, Utilities","Single-player, Downloadable Content, Steam Achievements, Includes level editor",N/A,$12.99
Cogs and Cowboys,"Action, Adventure, Early Access","Single-player, Tracked Controller Support, VR Only, Family Sharing",N/A,$2.99
The Hex,Indie,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",81,$9.99
Stacks On Stacks (On Stacks),"Casual, Indie","Single-player, Multi-player, PvP, Shared/Split Screen PvP, Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, Full controller support, Steam Cloud, Steam Leaderboards, Remote Play on TV, Remote Play Together, Family Sharing",N/A,$12.99
Fantasy Grounds - Darkwoulfe's Token Pack Volume 13,"Indie, RPG, Strategy","Multi-player, Co-op, Cross-Platform Multiplayer, Downloadable Content, Family Sharing",N/A,$4.99
The Last Sniper VR Demo,"Action, Adventure, Simulation","Single-player, Game demo, VR Only",N/A,Free
The Fall Part 2: Unbound,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",73,$16.99
Executive Assault 2,"Action, Indie, Strategy","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Family Sharing",N/A,$24.99
Little Red Lie,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",N/A,$9.99
8-Bit Hordes - Soundtrack,"Indie, Simulation, Strategy",Additional High-Quality Audio,N/A,$3.99
Long Gone Days,"Adventure, Indie, RPG","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing",N/A,$24.99
Congo Merc,Strategy,"Single-player, Steam Achievements, Family Sharing",N/A,$4.99
Curse,"Adventure, Indie, Simulation","Single-player, Steam Achievements, Family Sharing",N/A,$4.99
D: The Game,Adventure,"Single-player, Steam Trading Cards, Family Sharing",N/A,$5.99
Drawn: The Painted Tower,"Adventure, Casual","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",N/A,$9.99
Blade Ballet Soundtrack,"Action, Casual, Indie","Multi-player, Online PvP, Shared/Split Screen PvP, Shared/Split Screen, Downloadable Content, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",N/A,$4.99
Koi-Koi Japan : UKIYOE tours Vol.1,Casual,"Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Downloadable Content, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",N/A,$1.99
THOTH,"Action, Indie","Single-player, Multi-player, Co-op, Shared/Split Screen Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing",N/A,$0.99
Soccer Manager 2017,"Free To Play, Indie, Sports, Strategy","Single-player, In-App Purchases, Family Sharing",N/A,N/A
Dungeons &amp; Darkness Demo,"Action, Indie, RPG","Single-player, Game demo, Partial Controller Support",N/A,Free
Eventide 2: The Sorcerers Mirror,"Adventure, Casual","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",N/A,$14.99
Big Bang Empire,"Adventure, Casual, Free To Play, Indie, Massively Multiplayer, RPG, Strategy","Single-player, Multi-player, MMO, Cross-Platform Multiplayer, In-App Purchases",N/A,Free
Re Angel,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",N/A,$15.99
Yesterday Origins Demo,"Violent, Adventure","Single-player, Game demo, Full controller support, In-App Purchases",74,Free
Armor Clash VR,"Action, Indie, Simulation, Strategy","Single-player, Tracked Controller Support, VR Only, Family Sharing",N/A,$4.99
Bloxiq VR,"Casual, Indie, Strategy","Single-player, Steam Achievements, Tracked Controller Support, VR Supported, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",N/A,$14.99
NDE Rescue Demo,"Action, Strategy","Single-player, Game demo",N/A,Free
Grim Seventh,"Action, Indie","Single-player, Steam Trading Cards",N/A,Free
Konrad's Kittens,"Casual, Indie, Simulation","Single-player, Steam Achievements, Tracked Controller Support, VR Only, Steam Trading Cards, Family Sharing",N/A,$14.99
Driftwood The Visual Novel,"Casual, Free To Play, Indie, Simulation",Single-player,N/A,Free
SkyBoats,Strategy,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",N/A,$7.99
The Sun Will Rise,"Action, Adventure, Free To Play, Indie, RPG","Single-player, Partial Controller Support",N/A,Free
Dino Run DX OST & Supporter Pack,"Action, Indie, Racing",N/A,N/A,$2.99
"Bolt Riley, A Reggae Adventure - Chapter 1 Soundtrack","Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, Captions available, Commentary available, Family Sharing",N/A,$4.99
Evolvation,"Action, Casual, Indie, Simulation","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Full controller support, Steam Trading Cards, Stats, Steam Leaderboards, Steam Turn Notifications, Family Sharing",N/A,$1.99
Mars 2030,Simulation,"Single-player, Steam Achievements, Full controller support, Tracked Controller Support, VR Supported, Family Sharing",N/A,$14.99
Temple of the Apsara,"Adventure, Indie","Single-player, Tracked Controller Support, VR Only, Family Sharing",N/A,$1.99
Thirst VR,"Action, Indie, Early Access","Single-player, Tracked Controller Support, VR Only, VR Support, Steam Leaderboards, Family Sharing",N/A,$2.99
Moto Racer 4 - Season Pass,Racing,"Single-player, Multi-player, Shared/Split Screen, Downloadable Content, Steam Achievements, Full controller support, Family Sharing",N/A,$1.49
HVR Demo,"Action, Indie, Simulation","Single-player, Game demo, VR Only",N/A,Free
Puzzling Rooms VR,"Casual, Indie, Strategy","Single-player, Tracked Controller Support, VR Only, Family Sharing",N/A,$0.99
Kevin Nealon: Now Hear Me Out!,N/A,"Full controller support, Native Steam Controller Support, Captions available",N/A,N/A
Freeloaders,N/A,"Full controller support, Native Steam Controller Support, Captions available",N/A,N/A
LooWarVR,"Action, Casual, RPG","Single-player, Tracked Controller Support, VR Only, Partial Controller Support, Steam Leaderboards, Family Sharing",N/A,$3.99
TAIKER,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",N/A,$4.99
MANIC MINERS,"Casual, Indie, Strategy","Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Steam Workshop, Steam Cloud, Stats, Steam Leaderboards, Includes level editor, Commentary available, Family Sharing",N/A,$1.99
The Shape Of Heart,"Indie, Early Access","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",N/A,$2.99
DodgeBall Blitz,"Action, Indie, Sports, Early Access","Multi-player, PvP, Online PvP, Partial Controller Support, Family Sharing",N/A,$14.99
ikenie,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Stats, Family Sharing",N/A,$2.99
Galaxy Reavers:Titan DLC,Strategy,"Single-player, Downloadable Content, Steam Achievements",N/A,$1.99
New York Mysteries: The Lantern of Souls Collector's Edition,"Adventure, Casual","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",N/A,$9.99
Cubway,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",N/A,$3.99
Vanguard Princess Artwork and Soundtrack,"Action, Casual, Indie","Single-player, Shared/Split Screen, Steam Trading Cards, Captions available, Steam Workshop",N/A,$2.99
Graveyard Shift,"Action, Indie","Single-player, Steam Achievements, Stats, Family Sharing",N/A,$1.99
Cubway - Original Ost + 5 bonus tracks,"Action, Adventure, Indie","Single-player, Downloadable Content, Steam Achievements, Family Sharing",N/A,$1.99
Long Gone Days Soundtrack,"Indie, RPG",Single-player,N/A,$9.99
The Last,"Action, Adventure, Indie","Single-player, Steam Trading Cards, Family Sharing",N/A,$7.99
Gone In November Collector's Edition Content,"Adventure, Indie","Single-player, Downloadable Content, Steam Trading Cards, Family Sharing",N/A,$0.99
Cloudbase Prime,"Action, Adventure, Indie","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Cloud, Remote Play on TV, Family Sharing",N/A,$9.99
Bounce Paradise,"Adventure, Casual, Indie, RPG, Simulation","Single-player, Partial Controller Support, Family Sharing",N/A,$9.99
Negligee: Spring Clean,"Adventure, Casual, Indie","Single-player, Steam Achievements, Full controller support, Family Sharing",N/A,$4.49
Hexoscope OST,"Casual, Indie","Single-player, Downloadable Content, Steam Trading Cards, Steam Cloud, Family Sharing",N/A,$0.99
Guardians of Orion - Pioneer Edition,"Action, Indie, RPG","Single-player, Multi-player, Co-op, Downloadable Content, Full controller support, Family Sharing",N/A,$9.99
Echoes of the Fey: The Fox's Trail,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Family Sharing",N/A,$7.99
Farm Life: Natures Adventure,"Adventure, Casual, Indie, RPG, Simulation","Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing",N/A,$0.49
